clade_name	DRR127476	DRR127478	DRR127481	DRR127485	DRR127488	DRR127491	DRR127507	DRR127509	DRR127514	DRR127515	DRR127517	DRR127519	DRR127521	DRR127524	DRR127532	DRR127535	DRR127536	DRR127537	DRR127546	DRR127552	DRR127557	DRR127559	DRR127567	DRR127579	DRR127580	DRR127583	DRR127588	DRR127594	DRR127596	DRR127597	DRR127603	DRR127613	DRR127616	DRR127617	DRR127619	DRR127625	DRR127628	DRR127634	DRR127638	DRR127646	DRR127647	DRR127649	DRR127666	DRR127669	DRR127672	DRR127674	DRR127683	DRR127685	DRR127692	DRR127700	DRR127704	DRR127707	DRR127708	DRR127713	DRR127718	DRR127720	DRR127721	DRR127724	DRR127728	DRR127731	DRR127736	DRR127737	DRR127748	DRR127751	DRR127752	DRR127754	DRR127755	DRR127756	DRR127762	DRR127763	DRR127767	DRR127774	DRR127776	DRR127777	DRR127789	DRR162775	DRR162776	DRR162777	DRR162778	DRR162779
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	0.0019875	0.0	0.0	0.0164276	0.0054091999999999	0.0004238	0.083977	0.0	0.0018896	0.0004917	0.007022	0.0097222	0.022973	0.00209	0.0002102	5.66e-05	0.0008418	0.0931009	0.0002347	0.0675233	0.0016144	9.67e-05	0.0090241	0.1316343999999999	0.0015021	1.87e-05	0.0013993	7.34e-05	0.2733764	0.0	0.0	0.0006064	0.0001819	0.0037930999999999	0.0624481	0.0008981	0.0245067	0.0005177	0.0001624	6.41e-05	0.0280045	0.0184121	0.0150166	0.0027037	2.37e-05	0.0446610999999999	0.0100489999999999	0.0069804	0.0009743	0.0001619	0.0020763	0.0009415	5.5700000000000005e-05	0.0017107	0.0135078	0.0004962	0.0024052	8.05e-05	0.000618	0.0534481	0.0024887	0.0127368	6.04e-05	0.0144947	1.82e-05	0.0025719999999999	0.0386528	0.1324558	0.0030769	6.83e-05	0.0	0.0003685	0.0104286999999999	0.0107029	0.0002182	0.0132094	0.0401797	0.0027322	0.0011816	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella	0.0	0.0	0.0	0.0	0.0001621999999999	0.0004238	0.0	0.0	0.0	0.0001115	0.0	0.0	0.0	0.0	0.0	5.66e-05	0.0	0.0	2.9e-06	0.0	0.0001624	9.67e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006064	2.93e-05	0.0	0.0	0.0	0.0	0.0002296	0.0	0.0	0.0	0.0	0.0002398	0.0	2.37e-05	0.0	6.2e-05	5.11e-05	0.0	0.0	0.0	0.0	5.5700000000000005e-05	0.0	0.0	0.0	0.0006751	0.0	0.0	0.0	0.0	0.0012743	0.0	0.0	0.0	0.0002034	0.0016384	0.0	0.0	0.0	0.0	0.0003433	0.0	0.0	3.14e-05	0.0	0.0005348	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella_histaminiformans	0.0	0.0	0.0	0.0	0.0001621999999999	0.0004238	0.0	0.0	0.0	0.0001115	0.0	0.0	0.0	0.0	0.0	5.66e-05	0.0	0.0	2.9e-06	0.0	0.0001624	9.67e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006064	2.93e-05	0.0	0.0	0.0	0.0	0.0002296	0.0	0.0	0.0	0.0	0.0002398	0.0	2.37e-05	0.0	6.2e-05	5.11e-05	0.0	0.0	0.0	0.0	5.5700000000000005e-05	0.0	0.0	0.0	0.0006751	0.0	0.0	0.0	0.0	0.0012743	0.0	0.0	0.0	0.0002034	0.0016384	0.0	0.0	0.0	0.0	0.0003433	0.0	0.0	3.14e-05	0.0	0.0005348	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Anaeroglobus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0130561	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Anaeroglobus|s__Anaeroglobus_geminatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0130561	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister	0.0	0.0	0.0	0.0049855	0.0	0.0	0.0027598	0.0	0.0	0.0	0.0004032	0.0006753	0.0210004	0.0	0.0	0.0	0.0006571	0.0419936	0.0	0.0	0.0	0.0	0.002398	0.0010578999999999	0.0	0.0	0.0010884	0.0	0.0029105	0.0	0.0	0.0	0.0	0.0002091	0.0	0.0	9.52e-05	0.0	0.0001624	0.0	0.0	0.0180970999999999	0.0002183	0.0020427	0.0	0.0041144	0.0	0.0	0.0	0.0001619	0.0	0.0003132999999999	0.0	0.0011393	0.0	0.0004501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.609999999999999e-05	0.0	0.0	0.0012845	0.0047418	0.0	0.0	0.0	0.0	0.0037925999999999	0.0003234	2.8e-06	0.0	0.0	6.43e-05	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	0.0	0.0	0.0	0.0043452	0.0	0.0	0.0	0.0	0.0	0.0	0.0004032	0.0	0.0019071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92e-05	0.0	0.0	0.0010884	0.0	0.0001482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.52e-05	0.0	0.0001624	0.0	0.0	0.0	0.0002183	0.0	0.0	0.0006902999999999	0.0	0.0	0.0	0.0	0.0	0.0003132999999999	0.0	0.0011393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012845	0.0	0.0	0.0	0.0	0.0	0.0037925999999999	0.0003234	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_micraerophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_pneumosintes	0.0	0.0	0.0	0.0006404	0.0	0.0	0.0027598	0.0	0.0	0.0	0.0	0.0006753	0.0009947	0.0	0.0	0.0	0.0006571	0.0	0.0	0.0	0.0	0.0	0.002398	0.0010287	0.0	0.0	0.0	0.0	0.0027622	0.0	0.0	0.0	0.0	0.0002091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0047418	0.0	0.0	0.0	0.0	0.0	0.0	2.8e-06	0.0	0.0	6.43e-05	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_sp_CAG_357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0180986	0.0	0.0	0.0	0.0	0.0419936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0180970999999999	0.0	0.0020427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.609999999999999e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera	0.0	0.0	0.0	0.0107313	7.07e-05	0.0	0.002692	0.0	0.0005536	0.0001563	0.0002828	0.0008455	0.0	1.5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004601	0.0442306	0.0	0.0	0.0	0.0	0.0029237	0.0	0.0	0.0	0.0	0.003584	0.0	0.0	0.0022821	0.0	0.0	0.0	0.0001304	0.0	4.62e-05	0.0001507	0.0	0.0396327	0.0019611999999999	0.0001864	0.0006504	0.0	0.0	7.52e-05	0.0	0.0	0.0	0.0	0.0017301	0.0	0.0	0.0	0.0	0.0033616	0.0	1.12e-05	0.0	0.0023686	0.0008462999999999	0.0463338	0.0	0.0	0.0	0.0	5.01e-05	5.96e-05	0.000184	0.0	0.038996	0.0024279	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_elsdenii	0.0	0.0	0.0	0.0107313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0396327	0.0019611999999999	0.0	0.0006504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023445	0.0007635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000184	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_micronuciformis	0.0	0.0	0.0	0.0	7.07e-05	0.0	0.002692	0.0	0.0005536	0.0	0.0002828	0.0008455	0.0	1.5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004601	0.0442306	0.0	0.0	0.0	0.0	0.0029237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022821	0.0	0.0	0.0	0.0001304	0.0	4.62e-05	0.0001507	0.0	0.0	0.0	0.0001864	0.0	0.0	0.0	7.52e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12e-05	0.0	0.0	8.28e-05	0.0463338	0.0	0.0	0.0	0.0	5.01e-05	5.96e-05	0.0	0.0	0.038996	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_sp_DISK_18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00327	0.0	0.0	0.0	2.41e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.9e-05	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_sp_MJR8396C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017301	0.0	0.0	0.0	0.0	9.16e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023288	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_stantonii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella	0.0019875	0.0	0.0	0.0007108	0.0051762	0.0	0.0785252999999999	0.0	0.001336	0.0002239	0.006336	0.0082014	0.0019725999999999	0.002075	0.0002102	0.0	0.0001847	0.0511073	0.0002318	0.0675233	0.001452	0.0	0.006166	0.0862989	0.0015021	1.87e-05	0.0003109	7.34e-05	0.2675423	0.0	0.0	0.0	0.0001526	0.0	0.0624481	0.0008981	0.0221294	0.000288	0.0	6.41e-05	0.0278741	0.0003148999999999	0.0145123	0.0005102	0.0	0.000914	0.0080258	0.0067429	0.0003239999999999	0.0	0.0020763	0.000553	0.0	0.0005715	0.0135078	4.61e-05	0.0	8.05e-05	0.000618	0.0534481	0.0024887	0.008101	6.04e-05	0.0143974	1.82e-05	0.0	0.0348836	0.0813801999999999	0.0030769	6.83e-05	0.0	2.5200000000000003e-05	0.0065859	0.0103199	0.0	0.0001532999999999	0.0006489	0.0002401	0.0011816	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	0.0001163	0.0	0.0	0.0	0.0013542	0.0	0.0251636	0.0	0.0002847	7.2000000000000005e-06	0.0026022	0.0024223	7.6e-06	0.0007366	3.92e-05	0.0	2.92e-05	0.0084283	0.0001104	0.0	0.0	0.0	0.0005562	0.0128299	0.0002185	0.0	0.0	7.34e-05	0.1100852	0.0	0.0	0.0	5.12e-05	0.0	0.0	0.0	0.0011266	0.0001118	0.0	0.0	0.0229565	0.0	0.0041661	9.07e-05	0.0	0.0	0.0	0.0025116	0.0001819	0.0	0.0001414	0.0002523	0.0	8.829999999999999e-05	0.0	0.0	0.0	3.6e-05	3e-06	0.0	0.0	0.0053523	2.34e-05	0.0104669999999999	0.0	0.0	0.0309896	0.0339029999999999	0.0020465	6.83e-05	0.0	0.0	0.0064473	0.0089613	0.0	0.0	0.0002071	4.3e-05	0.0006192	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_denticariosi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.37e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	0.0008162	0.0	0.0	5.82e-05	0.0014913	0.0	0.0082341	0.0	0.0002448	0.0	0.0007206	0.0005255	0.0	0.0006049	4.2e-05	0.0	6.879999999999999e-05	0.0006887999999999	6.64e-05	0.0	0.0	0.0	0.0020908	9.12e-05	0.0003535	0.0	0.0	0.0	0.0098302	0.0	0.0	0.0	7.85e-05	0.0	0.0	0.0	0.0155874	0.0001188999999999	0.0	0.0	0.0029094	3.31e-05	0.0001612	0.0001653999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0010119	0.0002312	0.0	6.03e-05	0.0	1.97e-05	0.0	1.83e-05	0.0	4.64e-05	6.75e-05	0.0001205	0.0	0.000541	0.0	0.0	0.0008622	0.0064788999999999	0.0002341	0.0	0.0	2.5200000000000003e-05	0.0	0.0001179	0.0	0.0	0.0003096	0.0001463	5.81e-05	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_infantium	0.0003756	0.0	0.0	0.0	0.0005652	0.0	0.0017932999999999	0.0	8.14e-05	0.0	0.0011636	0.0001836	0.0	6.66e-05	9.69e-05	0.0	0.0	0.0004775999999999	0.0	0.0	0.0	0.0	0.0005898	2.12e-05	1.73e-05	0.0	0.0	0.0	0.0022394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009026	5.270000000000001e-05	0.0	0.0	0.000969	0.0	4.67e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001065999999999	5.99e-05	0.0	1.47e-05	0.0	0.0	0.0	9.6e-06	0.0	3.1e-06	0.0	7.92e-05	3.71e-05	0.0003677	0.0	0.0	0.0007745	0.0027486	0.0001229	0.0	0.0	0.0	0.0	3.68e-05	0.0	0.0	0.0001173	0.0	1.83e-05	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	0.0004633	0.0	0.0	0.0006526	0.0013307	0.0	0.04057	0.0	0.000725	0.0002166999999999	0.0017699	0.0049467	0.001965	0.0004321	1.11e-05	0.0	8.67e-05	0.0409811999999999	5.5e-05	5.270000000000001e-05	0.001452	0.0	0.0022123	0.0733567	0.0007356999999999	1.87e-05	0.0003109	0.0	0.1417954	0.0	0.0	0.0	2.28e-05	0.0	0.0624481	0.0008981	0.0043837	0.0	0.0	6.41e-05	0.0	0.0002818	0.0098416	2.34e-05	0.0	0.0008903	0.0	0.0042313	0.000142	0.0	0.0005033	0.0	0.0	0.0003909	0.0	2.65e-05	0.0	1.65e-05	0.000615	0.0	0.0024213	0.002549	0.0	0.0028825	1.82e-05	0.0	0.002169	0.0379749	0.0006238	0.0	0.0	0.0	6.92e-05	0.001204	0.0	0.0001532999999999	0.0	7.1e-06	0.000443	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rodentium	0.0	0.0	0.0	0.0	0.0	0.0	0.0001696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rogosae	0.0	0.0	0.0	0.0	0.0	0.0	0.0004464	0.0	0.0	0.0	6.22e-05	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0003398999999999	0.0	0.0	0.0	0.0	3.18e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.920000000000001e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3e-05	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_CAG_933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0674706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0080258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0135078	0.0	0.0	0.0	0.0	0.0533192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_T11011_6	0.0002161	0.0	0.0	0.0	0.0004348	0.0	0.0006283999999999	0.0	0.0	0.0	1.74e-05	0.0001234	0.0	0.0002348	0.0	0.0	0.0	0.0001914	0.0	0.0	0.0	0.0	0.0001434	0.0	0.0001772	0.0	0.0	0.0	0.0035920999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001291	4.6e-06	0.0	0.0	0.0010391999999999	0.0	0.0002967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002239	9.5e-06	0.0	1.7199999999999998e-05	0.0	0.0	0.0	0.0	0.0	7.939999999999999e-05	0.0	0.0	0.0	0.0001392	0.0	0.0	8.829999999999999e-05	0.0002749	4.97e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48e-05	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_tobetsuensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0015198999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.94e-05	0.0	0.0	0.0	0.0	4.36e-05	0.0	0.0
k__Bacteria|p__Firmicutes|c__Tissierellia	0.0013518	0.0	0.0	0.0011045	0.0	0.000129	0.0050516	8.53e-05	0.0017258	0.0003662	0.0	0.0007723	0.004346	0.0	0.0	0.0	0.0	4.84e-05	0.0	0.0	6.49e-05	0.0	0.0050238	0.0	0.0	0.0	0.0	0.0	2.99e-05	0.0	0.0	0.0	0.0	0.0010516	0.0	3.89e-05	0.0	1.33e-05	6.84e-05	0.0	0.0	0.0	3.1e-06	5.4000000000000005e-05	0.0	0.0015407	0.0	9.04e-05	0.0	0.0115689	0.0	0.0006728	0.0	0.0	0.0	0.0013493	0.0	0.0	0.0008072999999999	0.0	0.0	5.9300000000000005e-05	0.0	4.02e-05	4.37e-05	0.0009741	0.0	6.81e-05	0.0	0.0	0.0040495999999999	0.0	4.82e-05	0.0	3.85e-05	0.0	0.0	0.0002158	0.0001061999999999	3.21e-05
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	0.0013518	0.0	0.0	0.0011045	0.0	0.000129	0.0050516	8.53e-05	0.0017258	0.0003662	0.0	0.0007723	0.004346	0.0	0.0	0.0	0.0	4.84e-05	0.0	0.0	6.49e-05	0.0	0.0050238	0.0	0.0	0.0	0.0	0.0	2.99e-05	0.0	0.0	0.0	0.0	0.0010516	0.0	3.89e-05	0.0	1.33e-05	6.84e-05	0.0	0.0	0.0	3.1e-06	5.4000000000000005e-05	0.0	0.0015407	0.0	9.04e-05	0.0	0.0115689	0.0	0.0006728	0.0	0.0	0.0	0.0013493	0.0	0.0	0.0008072999999999	0.0	0.0	5.9300000000000005e-05	0.0	4.02e-05	4.37e-05	0.0009741	0.0	6.81e-05	0.0	0.0	0.0040495999999999	0.0	4.82e-05	0.0	3.85e-05	0.0	0.0	0.0002158	0.0001061999999999	3.21e-05
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	0.0013518	0.0	0.0	0.0011045	0.0	0.000129	0.0050516	8.53e-05	0.0017258	0.0003662	0.0	0.0007723	0.004346	0.0	0.0	0.0	0.0	4.84e-05	0.0	0.0	6.49e-05	0.0	0.0050238	0.0	0.0	0.0	0.0	0.0	2.99e-05	0.0	0.0	0.0	0.0	0.0010516	0.0	3.89e-05	0.0	1.33e-05	6.84e-05	0.0	0.0	0.0	3.1e-06	5.4000000000000005e-05	0.0	0.0015407	0.0	9.04e-05	0.0	0.0115689	0.0	0.0006728	0.0	0.0	0.0	0.0013493	0.0	0.0	0.0008072999999999	0.0	0.0	5.9300000000000005e-05	0.0	4.02e-05	4.37e-05	0.0009741	0.0	6.81e-05	0.0	0.0	0.0040495999999999	0.0	4.82e-05	0.0	3.85e-05	0.0	0.0	0.0002158	0.0001061999999999	3.21e-05
